"CODIGO","PRODUCTO","UBICACION","PRECIO","CANTIDAD"
"36012911.0","LLANTA DW-20X30 P/NEUMAT.23.1X30-21LX30(M","GZ2","1791.09","1.0"
"36017100.0","RESORTE","F12","USD 3,21 ","4.0"
"36017101.0","RESORTE","F12","USD 4,58 ","3.0"
"36017150.0","RESORTE","F22","USD 19,87 ","8.0"
"36017452.0","RESORTE AMORTIGUADOR CEPILLO DE BARRIDO","F13","USD 4,78 ","15.0"
"36017500.0","RESORTE","F13","USD 4,63 ","3.0"
"36017504.0","RESORTE","F13","USD 4,41 ","20.0"
"36017505.0","RESORTE","F13","USD 4,51 ","12.0"
"36017553.0","RESORTE","F13","USD 12,29 ","2.0"
"36017555.0","RESORTE","F13","USD 2,55 ","12.0"
"36017801.0","RESORTE","G25","USD 9,16 ","52.0"
"36017802.0","RESORTE","G15","USD 30,79 ","1.0"
"36017804.0","RESORTE","F13","USD 6,44 ","6.0"
"36017806.0","RESORTE","F13","USD 8,18 ","2.0"
"36017807.0","RESORTE","F13","USD 4,76 ","2.0"
"36017808.0","RESORTE","F13","USD 2,36 ","1.0"
"36017809.0","RESORTE","F13","USD 2,30 ","5.0"
"36017814.0","RESORTE","H","USD 3,06 ","1.0"
"36017819.0","RESORTE","G15","USD 72,29 ","1.0"
"36017820.0","RESORTE","F13","USD 2,45 ","2.0"
"36017826.0","RESORTE","F13","USD 4,65 ","1.0"
"36017905.0","RESORTE","G34","USD 49,38 ","8.0"
"36017906.0","RESORTE","T19","USD 9,16 ","0.0"
"36017910.0","RESORTE","T13","12.7","55.0"
"36017911.0","RESORTE","T27","USD 11,55 ","320.0"
"36017917.0","RESORTE PARA RASTRILLO (ILCOR)","T01","USD 9,16 ","337.0"
"36018100.0","RESORTE","G15","USD 133,21 ","5.0"
"36018103.0","RESORTE","F13","USD 12,49 ","4.0"
"36018106.0","RESORTE","F23","USD -   ","3.0"
"36018309.0","RESORTE PLACA TRABA","D32","USD 0,77 ","9.0"
"36018400.0","PUA RECOLECTOR 5840-5860","G24","USD 11,30 ","66.0"
"36018401.0","RESORTE","H","USD 289,01 ","1.0"
"36018404.0","RESORTE","F13","USD 10,77 ","7.0"
"36018411.0","RESORTE","T22","USD 74,26 ","2.0"
"36018415.0","RESORTE","F14","USD 20,73 ","6.0"
"36018416.0","RESORTE P/BRAZO TENSOR DE CORREAS(5810)","","USD 273,99 ","0.0"
"36018421.0","RESORTE PARA TRABA DE CAPOTA","F23","1.6653","15.0"
"36018424.0","RESORTE DE ENCONDER","F22","USD 5,85 ","3.0"
"36018425.0","RESORTE","F22","USD 9,29 ","3.0"
"36018426.0","RESORTE NEUMATICO P/ACCESORIO ENVOLT.","A25","USD 106,45 ","2.0"
"36018427.0","RESORTE","F13","USD 3,21 ","5.0"
"36018428.0","RESORTE CADENA EXPULSOR","F22","USD 5,31 ","6.0"
"36018429.0","RESORTE P/TENSION HILO 5880","F13","USD 1,68 ","4.0"
"36018433.0","RESORTE","A25","USD 111,39 ","0.0"
"36018441.0","RESORTE NEUMATICO","A25","USD 123,77 ","4.0"
"36018444.0","PUA LATERAL RECOLECTOR 4750,5870,5885","D33","USD 11,14 ","25.0"
"36018447.0","RESORTE NEUMATICO 5877-5887","","USD 56,62 ","0.0"
"36018451.0","RESORTE DE PARAGOLPE","F12","USD -   ","4.0"
"36018900.0","RESORTE A PLATILLO","F13","USD 32,06 ","0.0"
"36018903.0","RESORTE","F13","USD 4,26 ","31.0"
"36018904.0","RESORTE PARA CHAPAS REGULABLES","F13","USD 3,13 ","20.0"
"36018910.0","RESORTE DE TORSION","F13","USD 7,06 ","10.0"
"36018918.0","RESORTE. ","F23","0.0","10.0"
"36018922.0","PUAS DE RECOLECTOR 4750 5820","G25","USD 10,16 ","60.0"
"36018932.0","RESORTE TRABA ZAFE","B13","USD 2,35 ","2.0"
"36018936.0","RESORTE TRABA P/LUCES STOP","0.0","0.0",""
"36018939.0","RESORTE","F13","USD -   ","10.0"
"36018941.0","RESORTE NEUMAT.CARRERA 105 MM","A25","USD 81,82 ","2.0"
"36018950.0","RESORTE","F13","USD 131,34 ","4.0"
"36018957.0","RESORTE PARA EXPULSOR DE ROLLO","T22","USD 67,63 ","0.0"
"36020100.0","ROTULA","B34","USD 85,91 ","4.0"
"36020120.0","ROTULA R NF 7/8","D21","USD 110,73 ","6.0"
"36020140.0","ROTULA CONJ. BIELA Y YUGO(PEER GE H20)","D12","USD 64,43 ","4.0"
"36021121.0","REGISTRO IZQUIERDO","T10","USD 507,45 ","2.0"
"36021122.0","REGISTRO DERECHO","T10","USD 507,45 ","1.0"
"36319115.0","SECCIONES DE CUCHILLA","B43","USD 7,31 ","48.0"
"36321110.0","SENSOR MAGNETICO","C44","USD 61,95 ","25.0"
"36321140.0","SENSOR POSICION ROTATIVA MOD.1035-0001","C44","USD 595,34 ","6.0"
"36321141.0","SENSOR MAGNETICO TIPO HORQUILLA","C44","USD 197,35 ","18.0"
"36321142.0","SENSOR TAQUIMETRO CON FICHA","C44","USD 476,28 ","12.0"
"36615250.0","TAPA DE RESINA FENOLICA","F35","USD 4,66 ","7.0"
"36615300.0","TAPA DE RESINA FENOLICA","F35","USD 9,94 ","2.0"
"36615303.0","TAPA DE RESINA FENOLICA","F35","USD 20,65 ","5.0"
"36615304.0","TAPA DE RESINA FENOLICA","F35","USD 9,96 ","4.0"
"36615325.0","TAPA DE RESINA FENOLICA","F35","USD 8,69 ","10.0"
"36615351.0","TAPA","F35","USD 4,25 ","9.0"
"36615400.0","TAPA","F35","USD 9,01 ","46.0"
"36615450.0","TAPA DE RESINA FENOLICA","F35","USD 10,32 ","10.0"
"36615500.0","TAPA DE RESINA FENOLICA","F35","USD 6,01 ","16.0"
"36615600.0","TAPA DE PLASTICO","F35","USD 4,36 ","8.0"
"36615650.0","TAPA DE POLIETILENO","F35","USD 11,14 ","22.0"
"36615651.0","TAPA DE POLIETILENO","F35","USD 12,37 ","13.0"
"36621100.0","TUERCA DE RUEDA","E22","USD 3,96 ","37.0"
"36621102.0","TUERCA DE RUEDA","B43","USD 16,15 ","10.0"
"36621104.0","TUERCA P/RUEDA","B43","USD 6,18 ","17.0"
"36621106.0","TUERCA P/RUEDA","B43","USD 14,02 ","27.0"
"36621110.0","TUERCA RUEDA","B43","USD 9,83 ","66.0"
"36622301.0","TACO DE GOMA","A11","USD 28,04 ","13.0"
"36622315.0","TACO DE GOMA P/EXPULSOR 5880","B34","USD 21,80 ","8.0"
"36630100.0","TENSOR CONJ.ENGRANAJE RODAMIENTO","G12","USD 85,93 ","1.0"
"36630101.0","ENGRANAJE TENSOR","F15","USD 82,43 ","21.0"
"36630110.0","CONJUNTO TENSOR","B25","USD 42,08 ","6.0"
"36630120.0","ENGRANAJE TENSOR","F24","USD 109,99 ","19.0"
"37204118.0","VARILLA O PUA P/EL GUARDAVIENTO 5880","H","USD 108,78 ","16.0"
"37212604.0","PERILLA","B14","USD 8,39 ","2.0"
"37213360.0","VALVULA DE COMANDO 60.1/27053","B14","USD 1.614,43 ","1.0"
"37213361.0","V.C/CUERPO SOPORTE PALANCA P/37213-360","B14","USD 36,10 ","2.0"
"37213362.0","V.C/PROTECTOR DE GOMA P/37213-360","B14","USD 17,25 ","2.0"
"37213363.0","V.C/EXTENSION PALAN.ACOD.P/37213-360","B14","USD 7,71 ","2.0"
"37213364.0","PALANCA ACODADA P/37213-360","B14","USD 34,31 ","2.0"
"37213365.0","JUEGO EMP.CUERPO VASTAGO P/37213-360","C13","USD 6,91 ","7.0"
"37213371.0","TAPA SALIDA SUPERIOR P/37213-360","B14","USD 129,33 ","2.0"
"37213373.0","TAPA DE VALVULA (37213-360)","B14","USD 191,51 ","1.0"
"37213420.0","VALVULA DE RETENCION VRT 3/8","B14","USD 151,49 ","1.0"
"37213440.0","VALVULA REGULADORA DE PRESION","B14","USD 465,60 ","3.0"
"37213480.0","VALVULA REGULADORA DE CAUDAL","B14","USD 299,70 ","4.0"
"37213670.0","VALVULA","B25","USD 464,84 ","3.0"
"37213680.0","VALVULA DERIVADORA","B14","USD 1.245,71 ","2.0"
"37213721.0","VALVULA RESPIRADERO ROSCA 10X1.5 MM","B14","USD 34,26 ","2.0"
"37213725.0","VALVULA RESPIRADERO  ","B14","USD -   ","0.0"
"37213810.0","VALVULA","C14","USD 103,95 ","3.0"
"37213820.0","VALVULA ESFERICA ACERO INOX.1/2"" NPT","C14","USD 124,45 ","12.0"
"37213825.0","VALVULA ESFER.DE BRONCE CROMADO 3/4 BSPT","C44","USD 91,59 ","4.0"
"37213840.0","VALVULA BLOCK","B36","USD 1.375,30 ","3.0"
"37213841.0","VALVULA REGULADORA DE PRESION","C14","USD 293,84 ","4.0"
"37213842.0","CARTUCHO REG.DE CAUDAL","B14","USD 147,31 ","5.0"
"37213845.0","JUEGO DE EMPAQ.COMPLETA P/VALV.37213-840","C13","USD 145,85 ","9.0"
"37213850.0","VALVULA LUBRICANTE P/5880","B13","USD 31,72 ","10.0"
"37213920.0","VALVULA DE AGUJA MOD.VCM-A-B (3/8 BSP)","B13","USD 208,06 ","4.0"
"37213940.0","VALVULA","B14","USD 160,00 ","1.0"
"37213950.0","VALV.REGUL.CAUDAL 0/40 (VENTURI XV-9089)","B25","USD 1.131,69 ","3.0"
"37213960.0","VALV.RETENC.PILOTEADA SIMPLE Y DOBLE A P","B25","USD 288,40 ","4.0"
"40030212.0","PLACA TRASERA SUJECION","A53","USD 16,25 ","4.0"
"40030610.0","ABRAZADERA P/EJE DE RUEDA","A53","USD 10,99 ","3.0"
"40320649.0","CADENA","T19B","USD 157,65 ","5.0"
"40336629.0","PUNTON","H","USD 42,17 ","21.0"
"41000614.0","ARANDELA","","","4.0"
"41100210.0","ENGRA.ZAFE Z-12 P-3/4 (ARMADO 41100-115)","G22","USD 136,37 ","2.0"
"41100216.0","CAJA DE TURBINA","GZ2","USD 298,47 ","5.0"
"41100217.0","TAPA P/CAJA DE TURBINA","GZ2","USD 333,69 ","5.0"
"41100219.0","ZARANDA PRIMARIA AGUJ.6,5 MM.","G10","USD 119,93 ","0.0"
"41100220.0","ZARANDA PRIMARIA AGUJ.15 MM.","G21","USD 92,17 ","4.0"
"41100221.0","ZARANDA PRIMARIA AGUJ.30 MM.","G20","USD 90,49 ","5.0"
"41100222.0","ZARANDA SECUNDARIA AGUJ.2,5 MM.","G23","USD 27,58 ","4.0"
"41100224.0","ZARANDA SECUNDARIA AGUJ.10 MM.","G23","USD 30,67 ","4.0"
"41100232.0","ZARANDA D.4 MM.","G10","USD 134,56 ","0.0"
"41100233.0","ZARANDA D.4 MM.","G23","USD 34,79 ","1.0"
"41100234.0","ZARANDA PRIMARIA CON AGUJEROS DE 10mm P/1044","G10","0.0","0.0"
"41100245.0","CAMISA DE TURBINA","H","USD 111,81 ","2.0"
"41100252.0","ZARANDA PRIMARIA C/PESTA#A D.20 P/M-1044","G23","USD 94,42 ","1.0"
"41100611.0","CAJA PORTA RODAMIENTO","E11","USD 69,68 ","1.0"
"41100612.0","EJE DE MANDO","I03","USD 572,23 ","2.0"
"41100613.0","CAJA PORTA RODAMIENTO","G12","USD 69,68 ","6.0"
"41100615.0","POLEA DE MANDO D.570","GZ1","USD 1.526,86 ","2.0"
"41100618.0","MAZA DEL ZAFE","G14","USD 64,88 ","4.0"
"41100619.0","DISCO DE ZAFE","D43","USD 47,68 ","2.0"
"41100643.0","POLEA TENSORA D.120","D24","USD 74,11 ","2.0"
"41103623.0","PIÑON CONICO DENTADO Z-14","C12","USD 211,06 ","2.0"
"41106209.0","GATILLO DE CRIQUE","E21","USD 26,35 ","3.0"
"41106214.0","CORONA DE CRIQUE","G22","USD 178,60 ","2.0"
"41106602.0","RODILLO DE BIELA","E25","USD 7,76 ","2.0"
"41109111.0","CONJ.EJE CON DISCO Y MARTILLO","GZ2","USD 1.756,87 ","2.0"
"41109112.0","TURBINA ARMADA (MAZA C/DISCO Y PALETAS)","GZ2","USD 405,38 ","2.0"
"41109117.0","CONJ.EJE C/DISCOS Y MART.(ROTOR ARMADO)","GZ2","USD 2.441,71 ","1.0"
"41109210.0","BULON PARA MOLINO PRIMARIO","G11","12.3232","89.0"
"41109601.0","EJE DEL MOLINO","I03","USD 334,73 ","3.0"
"41109602.0","DISCO EXTREMO CILINDRO","E22","USD 35,12 ","0.0"
"41109603.0","DISCO CENTRAL MOLINO","G11","USD 35,12 ","15.0"
"41109604.0","MARTILLO CEMENTADO","D31","USD 15,17 ","0.0"
"41109605.0","SEPARADOR MARTILLO 24 MM.","E25","USD 2,73 ","140.0"
"41109606.0","BUJE DEL TORNILLO DISCO MOLINO","E25","USD 6,23 ","87.0"
"41109607.0","PERNO GUIA MARTILLO","G11","USD 7,34 ","19.0"
"41109608.0","PERNO GUIA MARTILLO","D22","USD 4,43 ","22.0"
"41109609.0","SEPARADOR MARTILLO 9,5 MM.","E25","USD 2,00 ","46.0"
"41109610.0","SEPARADOR DISCOS","G12","USD 18,24 ","9.0"
"41109611.0","TUERCA CEMENTADA","E22","USD 0,55 ","60.0"
"41109612.0","SEPARADOR DE MOLINOS","E25","USD 13,52 ","6.0"
"41109613.0","SEPARADOR MARTILLO 4,5 MM.","E25","USD 1,90 ","63.0"
"41109614.0","BULON PARA MOLINO SECUNDARIO","E23","USD 2,41 ","16.0"
"41109615.0","SEPARADOR MARTILLO 15 MM.","E25","USD 2,50 ","62.0"
"41109616.0","SEPARADOR MARTILLO 20 MM.","E25","USD 2,60 ","70.0"
"41109617.0","DISCO DE TURBINA","D51","USD 131,36 ","2.0"
"41109619.0","MAZA DISCO TURBINA","G12","USD 188,06 ","2.0"
"41109621.0","CAJA PORTA COJINETE","E21","USD 104,51 ","2.0"
"41109622.0","TAPA PORTA RETEN","D43","USD 32,64 ","5.0"
"41109623.0","SEPARADOR EXT.LADO TURBINA","E25","USD 28,03 ","4.0"
"41109624.0","SEPARADOR INT.RODAMIENTO","E25","USD 33,99 ","15.0"
"41109625.0","SEPARADOR EXT.LADO POLEA","G21","USD 32,81 ","2.0"
"41109626.0","POLEA ROTOR  D.110","G13","USD 223,57 ","2.0"
"41109650.0","TRABA DE MARTILLO C/PICO","G11","USD 7,09 ","6.0"
"41109655.0","MARTILLOS","I04","USD 19,80 ","394.0"
"41111216.0","EJE TENSOR CADENA","G22","USD 34,34 ","2.0"
"41111257.0","ENGRANAJE DE ROLO DESMENUZADOR Z-37 P3/4","C44","USD 223,28 ","5.0"
"41111603.0","COJINETE ROLO DESMENUZADOR","D21","USD 37,24 ","6.0"
"41111604.0","DISCO SUJECION INTERNO","E11","USD 25,45 ","2.0"
"41111607.0","COJINETE DERECHO","B23","USD 59,40 ","3.0"
"41111609.0","ENGRANAJE GUIA CADENA","D43","USD 65,15 ","3.0"
"41111610.0","PERNO PARA ENGRANAJE GUIA CADENA","G22","USD 30,61 ","2.0"
"41111616.0","ENGRANAJE TENSOR Z-16 P-3/4","G22","USD 80,03 ","3.0"
"41111622.0","CADENA ROD.3/4""X1/2""ASA-60 1R S 1.95 MTS","T19B","USD 82,75 ","1.0"
"41141124.0","CONJUNTO MEDIO COJIN.C/BULON Y TUERCA","G22","USD 53,59 ","9.0"
"41141648.0","ARANDELA","","","19.0"
"41147010.0","CARRETE ARMADO","B22","USD 281,84 ","2.0"
"41147210.0","CAJA P/REGISTRO DE ALTURA","B12","USD 57,52 ","1.0"
"41147211.0","CARRETE P/REGISTRO ALTURA","B12","USD 131,33 ","4.0"
"41147212.0","MANIVELA","B12","USD 35,72 ","2.0"
"41147610.0","ENGRANAJE DE MANDO","D43","USD 38,73 ","3.0"
"41147612.0","TRABA DE CARRETE","G23","USD 8,93 ","5.0"
"41162111.0","BOQUILLA DE DESCARGA CON VALV.","","USD 166,28 ","1.0"
"41162112.0","TUBO DE CARGA CON VALV. DERV.(TD-52)","G21","USD 401,90 ","2.0"
"41162218.0","SOPORTE DEL CICLON","E21","USD 28,28 ","2.0"
"41162602.0","JUNTA","","USD 2,31 ","1.0"
"41162603.0","JUNTA SALIDA CICLON","","USD 2,33 ","1.0"
"41190115.0","CONJUNTO CALCOS MOLINO M-1044","E26","116.3046","1.0"
"41206607.0","POLEA DE ZAFE MANDO SIN FIN D.380","G16","USD 394,66 ","2.0"
"41300612.0","GRAMPA","A12","USD 11,91 ","8.0"
"41303010.0","CAJA DE MANDO S/POLEA","D30","USD 1.140,88 ","1.0"
"41303611.0","ENGRANAJE CONICO Z-17 M-5","A34","USD 143,37 ","11.0"
"41500111.0","MAZA RUEDA C/BUL 2515","T05","USD 1.627,60 ","2.0"
"41500112.0","MAZA RUEDA C/ROSCA C/BULON","T25","USD 1.438,74 ","4.0"
"41500200.0","ENGANCHE","T02","USD 377,99 ","2.0"
"41500602.0","TAPA MAZA RUED C/TRABA.C/ROS V-41525-627","T22","USD 75,12 ","2.0"
"41500605.0","TRABA PARA TAPA DE MAZA PARA RUEDA","C13","USD 7,51 ","2.0"
"41500611.0","CAJA PARA RODAMIENTO","D23","USD 7,68 ","7.0"
"41500615.0","SEPARADOR P/EJE BALANCIN","G13","USD 20,93 ","9.0"
"41503010.0","CAJA MANDO MIXER","T06","USD 8.932,87 ","1.0"
"41503200.0","BRIDA MANDO ENTRADA CAJA","A53","USD 1.020,38 ","3.0"
"41503201.0","PINON MANDO DOBLE CAJA MAINERO","A53","USD 1.283,51 ","2.0"
"41503202.0","EJE ENGRANAJE TENSOR","A53","USD 705,77 ","2.0"
"41503600.0","EJE TRANSMISION DOBLE ESTRIADO","C11","USD 172,14 ","1.0"
"41503601.0","COMO FIJACION DE PINON DE MANDO","T02","USD 825,32 ","2.0"
"41525210.0","BALANCIN","GZ1-Z2","USD 1.844,72 ","2.0"
"41525216.0","EJE DE RUEDA","GZ3","USD 2.207,02 ","1.0"
"41525617.0","RETEN MZ  DBH-6051","C55","USD 12,42 ","10.0"
"41525620.0","ARANDELA.","C24","USD 28,54 ","8.0"
"41525621.0","RETEN LZ  DBH-8019    SAV-6939","C55","USD 7,38 ","1.0"
"41525627.0","TAPA MAZA RUEDA C/ROSCA","B13","USD 70,56 ","4.0"
"41525910.0","PUNTA DE EJE BALANCIN P/4350","A43","USD 109,03 ","6.0"
"41540212.0","ENGANCHE","T15","USD 371,70 ","1.0"
"41541200.0","MAZA PORTA CORONA","T11","USD 1.862,34 ","2.0"
"41541201.0","EJE PRINCIPLA SINFIN","GZ2","USD 2.995,39 ","3.0"
"41541204.0","TORRETA","G","USD 2.923,33 ","2.0"
"41541217.0","PUNTA DE EJE DE SIN FIN C/PLACA","A52","USD 374,14 ","3.0"
"41541218.0","PUNTA DE EJE P/SIN FIN C/PLACA","T26","USD 613,63 ","4.0"
"41541219.0","EJE TRASERO DEL SIN FIN","T08","363.7348","4.0"
"41541220.0","EJE DELANTERO","T23","USD 169,39 ","4.0"
"41541221.0","SIN FIN SUPERIOR IZQ.","GZ3","USD 4.832,95 ","1.0"
"41541222.0","SIN FIN SUPERIOR DER.","GZ3","USD 5.538,97 ","1.0"
"41541223.0","SIN FIN INFERIOR P/2910","GZ3","USD 7.810,26 ","0.0"
"41541243.0","SIN FIN SUPERIOR IZQ. 2810","GZ3","USD 2.953,59 ","1.0"
"41541244.0","SIN FIN SUPERIOR DER. 2810","GZ3","USD 2.953,59 ","1.0"
"41541245.0","PUNTA DE EJE","T07","USD 428,88 ","4.0"
"41541255.0","PUNTA DE EJE DELANTERA SIN FIN","T26","772.4994","1.0"
"41541256.0","SIN FIN INFERIOR 2920","GZ3","USD 9.508,33 ","1.0"
"41541257.0","EJE DE MANDO SIN FIN INFERIOR","T07","USD 1.377,19 ","4.0"
"41541258.0","PUNTA DE EJE TRASERA SIN FIN INF.","T08","557.1428","4.0"
"41541259.0","SIN FIN SUP. IZQ. 2920","GZ3","USD 5.219,90 ","1.0"
"41541260.0","SIN FIN SUP. DER. 2920","GZ3","USD 5.219,90 ","1.0"
"41541267.0","PUNTA DE EJE MIXER 2921","T08","738.69","1.0"
"41541287.0","PUNTA DE EJE","T07","939.3957","1.0"
"41541600.0","ENGRANAJE INFERIOR DE MANDO","GZ1","USD 1.490,13 ","4.0"
"41541604.0","CUCHILLA P/2515 ( VER 41541-658 )","T16","(blank)",""
"41541605.0","CONTRACUCHILLAS","D23","USD 291,09 ","4.0"
"41541606.0","MANGA PARA EJE P/SINFIN","T17","USD 493,94 ","3.0"
"41541607.0","MAZA","T11","USD 531,91 ","3.0"
"41541610.0","SEPARADOR P/SIN FIN SUPERIOR","A12","USD 42,23 ","9.0"
"41541612.0","SEPARADOR","C12","USD 41,07 ","6.0"
"41541613.0","EJE SIN FIN INFERIOR DELANTERO","T27","USD 352,76 ","2.0"
"41541618.0","ARANDELA.","C24","USD 5,11 ","12.0"
"41541624.0","ARANDELA SUPLEMENTO","C24","USD 5,11 ","12.0"
"41541626.0","ARANDELA SUPLEMENTO","C12","USD 4,35 ","6.0"
"41541627.0","CAJA PORTA RODAMIENTO","T26","676.6114","1.0"
"41541628.0","TAPA","D43","USD 52,56 ","1.0"
"41541630.0","TAPA PARA CAJA PORTA RODAMIENTO","D31","USD 147,30 ","3.0"
"41541633.0","TAPA P/CAJA PORTA RODAMIENTO","F34","USD -   ","1.0"
"41541636.0","CAJA PORTA RODAMIENTO","T23","USD 498,61 ","5.0"
"41541637.0","CAJA PORTA RODAMIENTO","T14","USD 1.109,81 ","7.0"
"41541658.0","CUCHILLA P/SIN FIN 2515 (EX 41541-604)","T16","USD 141,55 ","8.0"
"41541660.0","CADENA A ROD. ASA-100-2 100 ROD. 11/4""","I01","USD 792,22 ","1.0"
"41541662.0","SUPLEMENTO SIN FIN","T05","USD 50,08 ","3.0"
"41541663.0","CAJA","T14","565.5692","3.0"
"41541664.0","TAPA RETEN","F34","15.66","4.0"
"41563134.0","MANGUERA","D55","USD 543,82 ","0.0"
"41563214.0","MANGUERA L 2.610 M X 1/4","D56","USD 90,59 ","3.0"
"41563219.0","MANGUERA","C47","USD 177,40 ","2.0"
"41563222.0","MANGUERA","D56","USD 188,06 ","1.0"
"41563230.0","MANGUERA 1/4"" COMPUERTA L=3350","D56","USD 106,43 ","4.0"
"41563231.0","MANGUERA 1/4"" COMPUERTA L=700","D56","USD 63,85 ","4.0"
"41563232.0","MANGUERA 3/8"" NORIA L=6100","D46","USD 200,32 ","4.0"
"41563233.0","MANGUERA 1/4"" COMPUERTA L=3550","D46","USD 151,96 ","4.0"
"41563234.0","MANGUERA 1/4"" NORIA L=4100","D16","USD 125,20 ","2.0"
"41572112.0","CONJUNTO MANGA","B24","USD 130,61 ","6.0"
"41572210.0","SIN FIN NORIA","GZ2","USD 496,51 ","4.0"
"41572213.0","REGISTRO HEMBRA","B12","USD 47,63 ","1.0"
"41572214.0","BISAGRA DE NORIA","I02","USD 107,51 ","2.0"
"41572215.0","CHASIS NORIA DESCARGA","G","USD 750,78 ","1.0"
"41572219.0","SUSTITUTO DE IMANES","C40","USD 67,68 ","4.0"
"41572221.0","ARCO NORIA","","USD 219,39 ","2.0"
"41572227.0","PROTECTOR LATERAL DELANTERO","A35","USD 67,61 ","9.0"
"41572228.0","PROTECTOR LATERAL TRASERO","A35","USD 67,61 ","8.0"
"41572233.0","PROTECTOR DEL.NORIA 2810","A35","USD 75,40 ","2.0"
"41572234.0","PROTECTOR TRAS.NORIA 2810","A46","USD 75,40 ","2.0"
"41572235.0","CHASIS DE NORIA DE DESCARGA","","USD 1.872,15 ","1.0"
"41572242.0","PROTECCION NORIA","","USD 38,20 ","2.0"
"41572243.0","PROTECTOR LATERAL TRASERO","A46","USD 76,50 ","2.0"
"41572244.0","PROTECTOR LATERAL DELANTERO","A46","USD 75,40 ","3.0"
"41572247.0","ROLO LIBRE NORIA","H","USD 428,42 ","2.0"
"41572248.0","ROLO MANDO ACARREADOR","H","USD 494,01 ","2.0"
"41572601.0","LONA DEFLECTORA TRASERA IZQUIERDA","A46","USD 48,86 ","1.0"
"41572602.0","LONA DEFLECTORA TRASERA DERECHA","A46","USD 48,86 ","1.0"
"41572610.0","MANGA NORIA","A54","USD 98,44 ","0.0"
"41572612.0","EJE PARA SIN FIN NORIA","C52","USD 100,25 ","2.0"
"41572633.0","EJE MANDO NORIA","","","3.0"
"41572636.0","SUJETADORINTERMEDIO PROCT.NORIA","C24","USD 7,35 ","0.0"
"41572637.0","SUJETADOR INFERIOR","C24","USD 9,41 ","0.0"
"41572639.0","SUJETADOR PROTECTOR BASTIDOR NORIA","F14","USD 33,36 ","2.0"
"41572649.0","PROTECTOR INFERIOR DE NORIA","F26","USD 58,29 ","4.0"
"41572650.0","SOPORTE DE LONA LATERAL NORIA","C24","USD 11,74 ","4.0"
"41572653.0","SUJETADOR SUP.PROTECT.NORIA","C24","USD 8,35 ","0.0"
"41572656.0","POLEA MANDO NORIA 2910","A31","USD 333,84 ","2.0"
"41572657.0","POLEA RECIBE MANDO P/NORIA","A31","USD 381,62 ","3.0"
"41572678.0","EJE DE MANDO SINFIN DESC.","T09","181.118","2.0"
"41572679.0","POLEA MIXER 2921","B11","USD 177,75 ","3.0"
"41573206.0","NORIA DESCARGA 2920","GZ2","1525.0","6.0"
"41573210.0","CONTRAEJE (VER 41573-261)","A21","949.19","1.0"
"41573211.0","ENGRANAJE Z-16 P-1”","A32","290.88","2.0"
"41573212.0","ENGRANAJE Z-19 P-1","A32","379.39","4.0"
"41573253.0","REGISTRO TENSOR","C21","33.66","1.0"
"41573261.0","CONTRAEJE (EX 41573-210)","A21","949.19","2.0"
"41573293.0","CONTRAEJE","A42","1101.33","1.0"
"41573813.0","CAMISA INTERIOR P/2810","GZ2","USD 527,77 ","1.0"
"41574154.0","KIT TRABA CAPOTA","A54","USD 77,35 ","5.0"
"41574193.0","CONJ.REG. DER / IZQ P/2920","T02-H","452.9949","5.0"
"41574213.0","CAPOTA DELANTERA","GZ2","USD 265,97 ","4.0"
"41574222.0","PUERTA","GZ1","USD 396,09 ","3.0"
"41574226.0","ENGRANAJE PORTA FUSIBLE","A40","USD 558,39 ","4.0"
"41574233.0","ENGRANAJE DOBLE ENTRADA P/2900","A22","USD 183,62 ","5.0"
"41574237.0","ENGRANAJE SIN FIN SUPERIOR P/2800","T23","USD 334,16 ","4.0"
"41574238.0","ENGRANAJE PORTA FUSIBLE P/2900","A20","USD 459,07 ","3.0"
"41574241.0","ENGRANAJE SIN FIN SUPERIOR P/2900","A30","USD 516,51 ","4.0"
"41574251.0","CAPOTA TRASERA","GZ2","USD 1.131,75 ","3.0"
"41574255.0","PROTECCION BARRA DE MANDO","H","USD 100,25 ","1.0"
"41574258.0","VARILLA HEMBRA P/COMANDO","A50","USD 79,78 ","6.0"
"41574259.0","VARILLA MACHO P/COMANDO","A50","USD 17,40 ","6.0"
"41574260.0","PROLONGACION DE SOPORTE","A54","USD 21,48 ","5.0"
"41574261.0","ADAPTADOR P/PALANCA DE COMANDO","A53","USD 30,72 ","6.0"
"41574262.0","BRAZO PROLONGACION PALANCA DE VALVULA","H","USD 118,97 ","4.0"
"41574267.0","ENGRANAJE DOBLE SIN FIN SUPERIOR","A32","USD 453,38 ","6.0"
"41574268.0","ENGRANAJE DOBLE SIN FIN INFERIOR","A32","USD 310,00 ","3.0"
"41574272.0","PORTA CORONA ACOPLE","B33","USD 80,50 ","2.0"
"41574273.0","ENGRANAJE","B33","USD 233,92 ","10.0"
"41574500.0","EJE ENTRADA CAJA REDUCTORA","A43","USD 204,45 ","5.0"
"41574502.0","PROTECCION DELANTERA POLEA TENSORA","A56","USD 40,07 ","1.0"
"41574503.0","PROTECCION RESORTE TENSOR","A52-H","USD 52,91 ","4.0"
"41574505.0","ENGRANAJE DE MANDO 2910","T27","USD 434,79 ","2.0"
"41574506.0","TUBO DE ENGRASE","A15","USD 14,72 ","8.0"
